# date day_of_year time_UT signal_power
29-08-2020 242 2.050000 -3339.0
29-08-2020 242 2.066667 -3357.0
29-08-2020 242 2.083333 -3368.0
29-08-2020 242 2.100000 -3314.0
29-08-2020 242 2.116667 -3267.0
29-08-2020 242 2.133333 -3259.0
29-08-2020 242 2.150000 -3435.0
29-08-2020 242 2.166667 -3298.0
29-08-2020 242 2.183333 -3327.0
29-08-2020 242 2.200000 -3282.0
29-08-2020 242 2.216667 -3349.0
29-08-2020 242 2.233333 -3388.0
29-08-2020 242 2.250000 -3316.0
29-08-2020 242 2.266667 -3328.0
29-08-2020 242 2.283333 -3378.0
29-08-2020 242 2.300000 -3313.0
29-08-2020 242 2.316667 -3330.0
29-08-2020 242 2.333333 -3354.0
29-08-2020 242 2.350000 -3408.0
29-08-2020 242 2.366667 -3335.0
29-08-2020 242 2.383333 -3336.0
29-08-2020 242 2.400000 -3299.0
29-08-2020 242 2.416667 -3307.0
29-08-2020 242 2.433333 -3334.0
29-08-2020 242 2.450000 -3254.0
29-08-2020 242 2.466667 -3328.0
29-08-2020 242 2.483333 -3284.0
29-08-2020 242 2.500000 -3274.0
29-08-2020 242 2.516667 -3348.0
29-08-2020 242 2.533333 -3365.0
29-08-2020 242 2.550000 -3397.0
29-08-2020 242 2.566667 -3282.0
29-08-2020 242 2.583333 -3300.0
29-08-2020 242 2.600000 -3298.0
29-08-2020 242 2.616667 -3226.0
29-08-2020 242 2.633333 -3303.0
29-08-2020 242 2.650000 -3384.0
29-08-2020 242 2.666667 -3378.0
29-08-2020 242 2.683333 -3446.0
29-08-2020 242 2.700000 -3329.0
29-08-2020 242 2.716667 -3311.0
29-08-2020 242 2.733333 -3381.0
29-08-2020 242 2.750000 -3398.0
29-08-2020 242 2.766667 -3358.0
29-08-2020 242 2.783333 -3318.0
29-08-2020 242 2.800000 -3411.0
29-08-2020 242 2.816667 -3334.0
29-08-2020 242 2.833333 -3354.0
29-08-2020 242 2.850000 -3312.0
29-08-2020 242 2.866667 -3464.0
29-08-2020 242 2.883333 -3307.0
29-08-2020 242 2.900000 -3394.0
29-08-2020 242 2.916667 -3411.0
29-08-2020 242 2.933333 -3384.0
29-08-2020 242 2.950000 -3238.0
29-08-2020 242 2.966667 -3433.0
29-08-2020 242 2.983333 -3407.0
29-08-2020 242 3.000000 -3401.0
29-08-2020 242 3.016667 -3282.0
29-08-2020 242 3.033333 -3408.0
29-08-2020 242 3.050000 -3433.0
29-08-2020 242 3.066667 -3380.0
29-08-2020 242 3.083333 -3375.0
29-08-2020 242 3.100000 -3315.0
29-08-2020 242 3.116667 -3350.0
29-08-2020 242 3.133333 -3344.0
29-08-2020 242 3.150000 -3452.0
29-08-2020 242 3.166667 -3346.0
29-08-2020 242 3.183333 -3488.0
29-08-2020 242 3.200000 -3294.0
29-08-2020 242 3.216667 -3418.0
29-08-2020 242 3.233333 -3300.0
29-08-2020 242 3.250000 -3341.0
29-08-2020 242 3.266667 -3432.0
29-08-2020 242 3.283333 -3292.0
29-08-2020 242 3.300000 -3288.0
29-08-2020 242 3.316667 -3302.0
29-08-2020 242 3.333333 -3350.0
29-08-2020 242 3.350000 -3303.0
29-08-2020 242 3.366667 -3411.0
29-08-2020 242 3.383333 -3402.0
29-08-2020 242 3.400000 -3357.0
29-08-2020 242 3.416667 -3298.0
29-08-2020 242 3.433333 -3355.0
29-08-2020 242 3.450000 -3443.0
29-08-2020 242 3.466667 -3375.0
29-08-2020 242 3.483333 -3362.0
29-08-2020 242 3.500000 -3330.0
29-08-2020 242 3.516667 -3368.0
29-08-2020 242 3.533333 -3415.0
29-08-2020 242 3.550000 -3365.0
29-08-2020 242 3.566667 -3323.0
29-08-2020 242 3.583333 -3364.0
29-08-2020 242 3.600000 -3425.0
29-08-2020 242 3.616667 -3443.0
29-08-2020 242 3.633333 -3367.0
29-08-2020 242 3.650000 -3441.0
29-08-2020 242 3.666667 -3375.0
29-08-2020 242 3.683333 -3355.0
29-08-2020 242 3.700000 -3367.0
29-08-2020 242 3.716667 -3493.0
29-08-2020 242 3.733333 -3390.0
29-08-2020 242 3.750000 -3460.0
29-08-2020 242 3.766667 -3383.0
29-08-2020 242 3.783333 -3420.0
29-08-2020 242 3.800000 -3361.0
29-08-2020 242 3.816667 -3169.0
29-08-2020 242 3.833333 -3348.0
29-08-2020 242 3.850000 -3217.0
29-08-2020 242 3.866667 -2979.0
29-08-2020 242 3.883333 -3038.0
29-08-2020 242 3.900000 -3148.0
29-08-2020 242 3.916667 -3187.0
29-08-2020 242 3.933333 -3328.0
29-08-2020 242 3.950000 -3324.0
29-08-2020 242 3.966667 -3384.0
29-08-2020 242 3.983333 -3463.0
29-08-2020 242 4.000000 -3362.0
29-08-2020 242 4.016667 -3436.0
29-08-2020 242 4.033333 -3379.0
29-08-2020 242 4.050000 -3463.0
29-08-2020 242 4.066667 -3405.0
29-08-2020 242 4.083333 -3323.0
29-08-2020 242 4.100000 -3426.0
29-08-2020 242 4.116667 -3449.0
29-08-2020 242 4.133333 -3467.0
29-08-2020 242 4.150000 -3438.0
29-08-2020 242 4.166667 -3371.0
29-08-2020 242 4.183333 -3329.0
29-08-2020 242 4.200000 -3315.0
29-08-2020 242 4.216667 -3424.0
29-08-2020 242 4.233333 -3384.0
29-08-2020 242 4.250000 -3279.0
29-08-2020 242 4.266667 -3309.0
29-08-2020 242 4.283333 -3334.0
29-08-2020 242 4.300000 -3355.0
29-08-2020 242 4.316667 -3401.0
29-08-2020 242 4.333333 -3421.0
29-08-2020 242 4.350000 -3402.0
29-08-2020 242 4.366667 -3315.0
29-08-2020 242 4.383333 -3417.0
29-08-2020 242 4.400000 -3411.0
29-08-2020 242 4.416667 -3362.0
29-08-2020 242 4.433333 -3295.0
29-08-2020 242 4.450000 -3263.0
29-08-2020 242 4.466667 -3379.0
29-08-2020 242 4.483333 -3191.0
29-08-2020 242 4.500000 -3110.0
29-08-2020 242 4.516667 -3151.0
29-08-2020 242 4.533333 -3068.0
29-08-2020 242 4.550000 -3038.0
29-08-2020 242 4.566667 -3289.0
29-08-2020 242 4.583333 -3246.0
29-08-2020 242 4.600000 -3165.0
29-08-2020 242 4.616667 -3267.0
29-08-2020 242 4.633333 -3131.0
29-08-2020 242 4.650000 -3214.0
29-08-2020 242 4.666667 -3386.0
29-08-2020 242 4.683333 -3369.0
29-08-2020 242 4.700000 -3361.0
29-08-2020 242 4.716667 -3444.0
29-08-2020 242 4.733333 -3448.0
29-08-2020 242 4.750000 -3392.0
29-08-2020 242 4.766667 -3450.0
29-08-2020 242 4.783333 -3439.0
29-08-2020 242 4.800000 -3385.0
29-08-2020 242 4.816667 -3430.0
29-08-2020 242 4.833333 -3369.0
29-08-2020 242 4.850000 -3342.0
29-08-2020 242 4.866667 -3420.0
29-08-2020 242 4.883333 -3420.0
29-08-2020 242 4.900000 -3443.0
29-08-2020 242 4.916667 -3399.0
29-08-2020 242 4.933333 -3391.0
29-08-2020 242 4.950000 -3396.0
29-08-2020 242 4.966667 -3317.0
29-08-2020 242 4.983333 -3374.0
29-08-2020 242 5.000000 -3450.0
29-08-2020 242 5.016667 -3424.0
29-08-2020 242 5.033333 -3478.0
29-08-2020 242 5.050000 -3441.0
29-08-2020 242 5.066667 -3428.0
29-08-2020 242 5.083333 -3369.0
29-08-2020 242 5.100000 -3441.0
29-08-2020 242 5.116667 -3394.0
29-08-2020 242 5.133333 -3415.0
29-08-2020 242 5.150000 -3403.0
29-08-2020 242 5.166667 -3496.0
29-08-2020 242 5.183333 -3077.0
29-08-2020 242 5.200000 -3336.0
29-08-2020 242 5.216667 -3427.0
29-08-2020 242 5.233333 -3383.0
29-08-2020 242 5.250000 -3436.0
29-08-2020 242 5.266667 -3300.0
29-08-2020 242 5.283333 -3435.0
29-08-2020 242 5.300000 -3436.0
29-08-2020 242 5.316667 -3400.0
29-08-2020 242 5.333333 -3311.0
29-08-2020 242 5.350000 -3413.0
29-08-2020 242 5.366667 -3445.0
29-08-2020 242 5.383333 -3401.0
29-08-2020 242 5.400000 -3411.0
29-08-2020 242 5.416667 -3282.0
29-08-2020 242 5.433333 -3245.0
29-08-2020 242 5.450000 -2856.0
29-08-2020 242 5.466667 -2920.0
29-08-2020 242 5.483333 -2973.0
29-08-2020 242 5.500000 -3161.0
29-08-2020 242 5.516667 -3131.0
29-08-2020 242 5.533333 -3155.0
29-08-2020 242 5.550000 -3142.0
29-08-2020 242 5.566667 -3210.0
29-08-2020 242 5.583333 -3243.0
29-08-2020 242 5.600000 -3166.0
29-08-2020 242 5.616667 -3193.0
29-08-2020 242 5.633333 -3324.0
29-08-2020 242 5.650000 -3225.0
29-08-2020 242 5.666667 -3259.0
29-08-2020 242 5.683333 -3105.0
29-08-2020 242 5.700000 -3169.0
29-08-2020 242 5.716667 -3230.0
29-08-2020 242 5.733333 -3235.0
29-08-2020 242 5.750000 -3189.0
29-08-2020 242 5.766667 -3230.0
29-08-2020 242 5.783333 -3131.0
29-08-2020 242 5.800000 -3197.0
29-08-2020 242 5.816667 -3162.0
29-08-2020 242 5.833333 -3288.0
29-08-2020 242 5.850000 -3176.0
29-08-2020 242 5.866667 -3265.0
29-08-2020 242 5.883333 -3440.0
29-08-2020 242 5.900000 -3145.0
29-08-2020 242 5.916667 -3297.0
29-08-2020 242 5.933333 -3337.0
29-08-2020 242 5.950000 -3198.0
29-08-2020 242 5.966667 -3130.0
29-08-2020 242 5.983333 -3365.0
29-08-2020 242 6.000000 -2944.0
29-08-2020 242 6.016667 -2706.0
29-08-2020 242 6.033333 -2765.0
29-08-2020 242 6.050000 -2663.0
29-08-2020 242 6.066667 -2546.0
29-08-2020 242 6.083333 -2310.0
29-08-2020 242 6.100000 -2294.0
29-08-2020 242 6.116667 -2087.0
29-08-2020 242 6.133333 -1881.0
29-08-2020 242 6.150000 -1834.0
29-08-2020 242 6.166667 -1534.0
29-08-2020 242 6.183333 -1552.0
29-08-2020 242 6.200000 -1572.0
29-08-2020 242 6.216667 -1621.0
29-08-2020 242 6.233333 -1447.0
29-08-2020 242 6.250000 -1390.0
29-08-2020 242 6.266667 -1536.0
29-08-2020 242 6.283333 -1843.0
29-08-2020 242 6.300000 -1665.0
29-08-2020 242 6.316667 -1922.0
29-08-2020 242 6.333333 -1844.0
29-08-2020 242 6.350000 -1665.0
29-08-2020 242 6.366667 -1869.0
29-08-2020 242 6.383333 -2034.0
29-08-2020 242 6.400000 -1850.0
29-08-2020 242 6.416667 -1912.0
29-08-2020 242 6.433333 -1779.0
29-08-2020 242 6.450000 -1800.0
29-08-2020 242 6.466667 -1954.0
29-08-2020 242 6.483333 -1715.0
29-08-2020 242 6.500000 -1188.0
29-08-2020 242 6.516667 -632.0
29-08-2020 242 6.533333 -814.0
29-08-2020 242 6.550000 -623.0
29-08-2020 242 6.566667 -529.0
29-08-2020 242 6.583333 -723.0
29-08-2020 242 6.600000 -621.0
29-08-2020 242 6.616667 -886.0
29-08-2020 242 6.633333 -784.0
29-08-2020 242 6.650000 -740.0
29-08-2020 242 6.666667 -870.0
29-08-2020 242 6.683333 -825.0
29-08-2020 242 6.700000 -953.0
29-08-2020 242 6.716667 -922.0
29-08-2020 242 6.733333 -739.0
29-08-2020 242 6.750000 -707.0
29-08-2020 242 6.766667 -748.0
29-08-2020 242 6.783333 -895.0
29-08-2020 242 6.800000 -737.0
29-08-2020 242 6.816667 -580.0
29-08-2020 242 6.833333 -638.0
29-08-2020 242 6.850000 -718.0
29-08-2020 242 6.866667 -602.0
29-08-2020 242 6.883333 -735.0
29-08-2020 242 6.900000 -424.0
29-08-2020 242 6.916667 -668.0
29-08-2020 242 6.933333 -347.0
29-08-2020 242 6.950000 -557.0
29-08-2020 242 6.966667 -728.0
29-08-2020 242 6.983333 -954.0
29-08-2020 242 7.000000 -886.0
29-08-2020 242 7.016667 -938.0
29-08-2020 242 7.033333 -1082.0
29-08-2020 242 7.050000 -1103.0
29-08-2020 242 7.066667 -1052.0
29-08-2020 242 7.083333 -1179.0
29-08-2020 242 7.100000 -1071.0
29-08-2020 242 7.116667 -1297.0
29-08-2020 242 7.133333 -1604.0
29-08-2020 242 7.150000 -1417.0
29-08-2020 242 7.166667 -1262.0
29-08-2020 242 7.183333 -1088.0
29-08-2020 242 7.200000 -1314.0
29-08-2020 242 7.216667 -1072.0
29-08-2020 242 7.233333 -951.0
29-08-2020 242 7.250000 -1063.0
29-08-2020 242 7.266667 -1475.0
29-08-2020 242 7.283333 -703.0
29-08-2020 242 7.300000 -808.0
29-08-2020 242 7.316667 -918.0
29-08-2020 242 7.333333 -737.0
29-08-2020 242 7.350000 -1046.0
29-08-2020 242 7.366667 -789.0
29-08-2020 242 7.383333 -770.0
29-08-2020 242 7.400000 -573.0
29-08-2020 242 7.416667 -269.0
29-08-2020 242 7.433333 -344.0
29-08-2020 242 7.450000 -258.0
29-08-2020 242 7.466667 -790.0
29-08-2020 242 7.483333 -855.0
29-08-2020 242 7.500000 -1002.0
29-08-2020 242 7.516667 -346.0
29-08-2020 242 7.533333 -716.0
29-08-2020 242 7.550000 -30.0
29-08-2020 242 7.566667 -310.0
29-08-2020 242 7.583333 -508.0
29-08-2020 242 7.600000 -357.0
29-08-2020 242 7.616667 -675.0
29-08-2020 242 7.633333 -1100.0
29-08-2020 242 7.650000 -1047.0
29-08-2020 242 7.666667 -1012.0
29-08-2020 242 7.683333 -1288.0
29-08-2020 242 7.700000 -1153.0
29-08-2020 242 7.716667 -1160.0
29-08-2020 242 7.733333 -1167.0
29-08-2020 242 7.750000 -1268.0
29-08-2020 242 7.766667 -1228.0
29-08-2020 242 7.783333 -1116.0
29-08-2020 242 7.800000 -890.0
29-08-2020 242 7.816667 -852.0
29-08-2020 242 7.833333 -1066.0
29-08-2020 242 7.850000 -1097.0
29-08-2020 242 7.866667 -1486.0
29-08-2020 242 7.883333 -684.0
29-08-2020 242 7.900000 -1133.0
29-08-2020 242 7.916667 -1206.0
29-08-2020 242 7.933333 -1534.0
29-08-2020 242 7.950000 -1324.0
29-08-2020 242 7.966667 -1481.0
29-08-2020 242 7.983333 -1458.0
29-08-2020 242 8.000000 -1173.0
29-08-2020 242 8.016667 -1435.0
29-08-2020 242 8.033333 -1598.0
29-08-2020 242 8.050000 -1555.0
29-08-2020 242 8.066667 -1675.0
29-08-2020 242 8.083333 -1648.0
29-08-2020 242 8.100000 -1486.0
29-08-2020 242 8.116667 -517.0
29-08-2020 242 8.133333 -974.0
29-08-2020 242 8.150000 -1303.0
29-08-2020 242 8.166667 -1379.0
29-08-2020 242 8.183333 -1411.0
29-08-2020 242 8.200000 -1723.0
29-08-2020 242 8.216667 -1793.0
29-08-2020 242 8.233333 -1584.0
29-08-2020 242 8.250000 -1826.0
29-08-2020 242 8.266667 -1849.0
29-08-2020 242 8.283333 -1655.0
29-08-2020 242 8.300000 -1844.0
29-08-2020 242 8.316667 -1640.0
29-08-2020 242 8.333333 -1685.0
29-08-2020 242 8.350000 -1391.0
29-08-2020 242 8.366667 -1479.0
29-08-2020 242 8.383333 -1393.0
29-08-2020 242 8.400000 -1022.0
29-08-2020 242 8.416667 -1259.0
29-08-2020 242 8.433333 -1167.0
29-08-2020 242 8.450000 -1047.0
29-08-2020 242 8.466667 -1018.0
29-08-2020 242 8.483333 -1256.0
29-08-2020 242 8.500000 -1227.0
29-08-2020 242 8.516667 -1163.0
29-08-2020 242 8.533333 -784.0
29-08-2020 242 8.550000 -1070.0
29-08-2020 242 8.566667 -1052.0
29-08-2020 242 8.583333 -662.0
29-08-2020 242 8.600000 -988.0
29-08-2020 242 8.616667 -678.0
29-08-2020 242 8.633333 -457.0
29-08-2020 242 8.650000 -767.0
29-08-2020 242 8.666667 -863.0
29-08-2020 242 8.683333 -1019.0
29-08-2020 242 8.700000 -1102.0
29-08-2020 242 8.716667 -1376.0
29-08-2020 242 8.733333 -1333.0
29-08-2020 242 8.750000 -1419.0
29-08-2020 242 8.766667 -1519.0
29-08-2020 242 8.783333 -1122.0
29-08-2020 242 8.800000 -1032.0
29-08-2020 242 8.816667 -1190.0
29-08-2020 242 8.833333 -688.0
29-08-2020 242 8.850000 -1140.0
29-08-2020 242 8.866667 -1338.0
29-08-2020 242 8.883333 -1186.0
29-08-2020 242 8.900000 -1319.0
29-08-2020 242 8.916667 -1292.0
29-08-2020 242 8.933333 -1343.0
29-08-2020 242 8.950000 -1275.0
29-08-2020 242 8.966667 -1191.0
29-08-2020 242 8.983333 -1506.0
29-08-2020 242 9.000000 -1014.0
29-08-2020 242 9.016667 -1542.0
29-08-2020 242 9.033333 -999.0
29-08-2020 242 9.050000 -1324.0
29-08-2020 242 9.066667 -1298.0
29-08-2020 242 9.083333 -1504.0
29-08-2020 242 9.100000 -1009.0
29-08-2020 242 9.116667 -948.0
29-08-2020 242 9.133333 -1300.0
29-08-2020 242 9.150000 -1232.0
29-08-2020 242 9.166667 -997.0
29-08-2020 242 9.183333 -1145.0
29-08-2020 242 9.200000 -956.0
29-08-2020 242 9.216667 -805.0
29-08-2020 242 9.233333 -782.0
29-08-2020 242 9.250000 -787.0
29-08-2020 242 9.266667 -908.0
29-08-2020 242 9.283333 -1022.0
29-08-2020 242 9.300000 -1023.0
29-08-2020 242 9.316667 -1063.0
29-08-2020 242 9.333333 -1011.0
29-08-2020 242 9.350000 -1131.0
29-08-2020 242 9.366667 -989.0
29-08-2020 242 9.383333 -1135.0
29-08-2020 242 9.400000 -1003.0
29-08-2020 242 9.416667 -964.0
29-08-2020 242 9.433333 -1008.0
29-08-2020 242 9.450000 -1146.0
29-08-2020 242 9.466667 -963.0
29-08-2020 242 9.483333 -915.0
29-08-2020 242 9.500000 -803.0
29-08-2020 242 9.516667 -841.0
29-08-2020 242 9.533333 -1104.0
29-08-2020 242 9.550000 -1075.0
29-08-2020 242 9.566667 -899.0
29-08-2020 242 9.583333 -1112.0
29-08-2020 242 9.600000 -667.0
29-08-2020 242 9.616667 -953.0
29-08-2020 242 9.633333 -758.0
29-08-2020 242 9.650000 -684.0
29-08-2020 242 9.666667 -683.0
29-08-2020 242 9.683333 -817.0
29-08-2020 242 9.700000 -842.0
29-08-2020 242 9.716667 -561.0
29-08-2020 242 9.733333 -916.0
29-08-2020 242 9.750000 -708.0
29-08-2020 242 9.766667 -380.0
29-08-2020 242 9.783333 -986.0
29-08-2020 242 9.800000 -332.0
29-08-2020 242 9.816667 -533.0
29-08-2020 242 9.833333 -421.0
29-08-2020 242 9.850000 -888.0
29-08-2020 242 9.866667 -655.0
29-08-2020 242 9.883333 -892.0
29-08-2020 242 9.900000 -1102.0
29-08-2020 242 9.916667 -924.0
29-08-2020 242 9.933333 -606.0
29-08-2020 242 9.950000 -578.0
29-08-2020 242 9.966667 -726.0
29-08-2020 242 9.983333 -759.0
29-08-2020 242 10.000000 -884.0
29-08-2020 242 10.016667 -810.0
29-08-2020 242 10.033333 -1073.0
29-08-2020 242 10.050000 -1128.0
29-08-2020 242 10.066667 -1457.0
29-08-2020 242 10.083333 -1172.0
29-08-2020 242 10.100000 -1002.0
29-08-2020 242 10.116667 -1442.0
29-08-2020 242 10.133333 -1941.0
29-08-2020 242 10.150000 -1727.0
29-08-2020 242 10.166667 -1866.0
29-08-2020 242 10.183333 -2059.0
29-08-2020 242 10.200000 -1967.0
29-08-2020 242 10.216667 -1916.0
29-08-2020 242 10.233333 -1519.0
29-08-2020 242 10.250000 -1275.0
29-08-2020 242 10.266667 -1839.0
29-08-2020 242 10.283333 -1323.0
29-08-2020 242 10.300000 -1177.0
29-08-2020 242 10.316667 -1124.0
29-08-2020 242 10.333333 -1201.0
29-08-2020 242 10.350000 -1013.0
29-08-2020 242 10.366667 -1612.0
29-08-2020 242 10.383333 -1222.0
29-08-2020 242 10.400000 -1233.0
29-08-2020 242 10.416667 -539.0
29-08-2020 242 10.433333 -1354.0
29-08-2020 242 10.450000 -1573.0
29-08-2020 242 10.466667 -1761.0
29-08-2020 242 10.483333 -2050.0
29-08-2020 242 10.500000 -1607.0
29-08-2020 242 10.516667 -1806.0
29-08-2020 242 10.533333 -1657.0
29-08-2020 242 10.550000 -1239.0
29-08-2020 242 10.566667 -1835.0
29-08-2020 242 10.583333 -1313.0
29-08-2020 242 10.600000 -1624.0
29-08-2020 242 10.616667 -1690.0
29-08-2020 242 10.633333 -1537.0
29-08-2020 242 10.650000 -1436.0
29-08-2020 242 10.666667 -1384.0
29-08-2020 242 10.683333 -1269.0
29-08-2020 242 10.700000 -1535.0
29-08-2020 242 10.716667 -1497.0
29-08-2020 242 10.733333 -1663.0
29-08-2020 242 10.750000 -1259.0
29-08-2020 242 10.766667 -1544.0
29-08-2020 242 10.783333 -1028.0
29-08-2020 242 10.800000 -788.0
29-08-2020 242 10.816667 -884.0
29-08-2020 242 10.833333 -1077.0
29-08-2020 242 10.850000 -1017.0
29-08-2020 242 10.866667 -1015.0
29-08-2020 242 10.883333 -1194.0
29-08-2020 242 10.900000 -1138.0
29-08-2020 242 10.916667 -883.0
29-08-2020 242 10.933333 -1035.0
29-08-2020 242 10.950000 -1061.0
29-08-2020 242 10.966667 -972.0
29-08-2020 242 10.983333 -775.0
29-08-2020 242 11.000000 -995.0
29-08-2020 242 11.016667 -1263.0
29-08-2020 242 11.033333 -1593.0
29-08-2020 242 11.050000 -663.0
29-08-2020 242 11.066667 -1534.0
29-08-2020 242 11.083333 -1371.0
29-08-2020 242 11.100000 -1162.0
29-08-2020 242 11.116667 -1122.0
29-08-2020 242 11.133333 -905.0
29-08-2020 242 11.150000 -608.0
29-08-2020 242 11.166667 -1244.0
29-08-2020 242 11.183333 -1068.0
29-08-2020 242 11.200000 -1002.0
29-08-2020 242 11.216667 -1698.0
29-08-2020 242 11.233333 -1691.0
29-08-2020 242 11.250000 -1304.0
29-08-2020 242 11.266667 -1246.0
29-08-2020 242 11.283333 -1075.0
29-08-2020 242 11.300000 -1053.0
29-08-2020 242 11.316667 -1167.0
29-08-2020 242 11.333333 -1492.0
29-08-2020 242 11.350000 -1368.0
29-08-2020 242 11.366667 -1203.0
29-08-2020 242 11.383333 -1072.0
29-08-2020 242 11.400000 -705.0
29-08-2020 242 11.416667 -613.0
29-08-2020 242 11.433333 -1479.0
29-08-2020 242 11.450000 -1290.0
29-08-2020 242 11.466667 -930.0
29-08-2020 242 11.483333 -1143.0
29-08-2020 242 11.500000 -1758.0
29-08-2020 242 11.516667 -1093.0
29-08-2020 242 11.533333 -1385.0
29-08-2020 242 11.550000 -1490.0
29-08-2020 242 11.566667 -1310.0
29-08-2020 242 11.583333 -1286.0
29-08-2020 242 11.600000 -1248.0
29-08-2020 242 11.616667 -1501.0
29-08-2020 242 11.633333 -1678.0
29-08-2020 242 11.650000 -951.0
29-08-2020 242 11.666667 -1478.0
29-08-2020 242 11.683333 -942.0
29-08-2020 242 11.700000 -286.0
29-08-2020 242 11.716667 -212.0
29-08-2020 242 11.733333 -252.0
29-08-2020 242 11.750000 -37.0
29-08-2020 242 11.766667 -288.0
29-08-2020 242 11.783333 -647.0
29-08-2020 242 11.800000 -1063.0
29-08-2020 242 11.816667 -885.0
29-08-2020 242 11.833333 -1221.0
29-08-2020 242 11.850000 -1116.0
29-08-2020 242 11.866667 -1299.0
29-08-2020 242 11.883333 -1230.0
29-08-2020 242 11.900000 -1082.0
29-08-2020 242 11.916667 -843.0
29-08-2020 242 11.933333 -683.0
29-08-2020 242 11.950000 -821.0
29-08-2020 242 11.966667 -884.0
29-08-2020 242 11.983333 -1021.0
29-08-2020 242 12.000000 -909.0
29-08-2020 242 12.016667 -1048.0
29-08-2020 242 12.033333 -690.0
29-08-2020 242 12.050000 -1225.0
29-08-2020 242 12.066667 -803.0
29-08-2020 242 12.083333 -1024.0
29-08-2020 242 12.100000 -1195.0
29-08-2020 242 12.116667 -982.0
29-08-2020 242 12.133333 -929.0
29-08-2020 242 12.150000 -1052.0
29-08-2020 242 12.166667 -910.0
29-08-2020 242 12.183333 -1136.0
29-08-2020 242 12.200000 -992.0
29-08-2020 242 12.216667 -1713.0
29-08-2020 242 12.233333 -1000.0
29-08-2020 242 12.250000 -1097.0
29-08-2020 242 12.266667 -1102.0
29-08-2020 242 12.283333 -1065.0
29-08-2020 242 12.300000 -1012.0
29-08-2020 242 12.316667 -553.0
29-08-2020 242 12.333333 -396.0
29-08-2020 242 12.350000 -359.0
29-08-2020 242 12.366667 -263.0
29-08-2020 242 12.383333 -265.0
29-08-2020 242 12.400000 364.0
29-08-2020 242 12.416667 189.0
29-08-2020 242 12.433333 328.0
29-08-2020 242 12.450000 -87.0
29-08-2020 242 12.466667 -57.0
29-08-2020 242 12.483333 -114.0
29-08-2020 242 12.500000 -235.0
29-08-2020 242 12.516667 -160.0
29-08-2020 242 12.533333 47.0
29-08-2020 242 12.550000 198.0
29-08-2020 242 12.566667 345.0
29-08-2020 242 12.583333 32.0
29-08-2020 242 12.600000 103.0
29-08-2020 242 12.616667 99.0
29-08-2020 242 12.633333 297.0
29-08-2020 242 12.650000 51.0
29-08-2020 242 12.666667 -452.0
29-08-2020 242 12.683333 -632.0
29-08-2020 242 12.700000 -739.0
29-08-2020 242 12.716667 -602.0
29-08-2020 242 12.733333 -995.0
29-08-2020 242 12.750000 -505.0
29-08-2020 242 12.766667 -380.0
29-08-2020 242 12.783333 -648.0
